technology,techdetail,techdetail2,metric,parameter,parameterdetail,value,units,$year,scenario,year,atb_year,description,resourcedetail,resourcedetail2,source,notes
Pumped Storage Hydropower,Class 12,10,,Mean Sum Generation Capacity MW,,606.2304545,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 13,10,,Mean Sum Generation Capacity MW,,645.4652174,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 14,10,,Mean Sum Generation Capacity MW,,640.516875,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 15,10,,Mean Sum Generation Capacity MW,,607.3891304,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 1,10,,Median Sum Generation Capacity MW,,840.32,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 2,10,,Median Sum Generation Capacity MW,,1023.42,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 3,10,,Median Sum Generation Capacity MW,,1110.36,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 4,10,,Median Sum Generation Capacity MW,,666.78,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 5,10,,Median Sum Generation Capacity MW,,725.51,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 6,10,,Median Sum Generation Capacity MW,,692.35,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 7,10,,Median Sum Generation Capacity MW,,701.59,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 8,10,,Median Sum Generation Capacity MW,,701.35,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 9,10,,Median Sum Generation Capacity MW,,675.115,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 10,10,,Median Sum Generation Capacity MW,,642.09,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 11,10,,Median Sum Generation Capacity MW,,662.78,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 12,10,,Median Sum Generation Capacity MW,,573.905,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 13,10,,Median Sum Generation Capacity MW,,664.38,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 14,10,,Median Sum Generation Capacity MW,,614.655,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 15,10,,Median Sum Generation Capacity MW,,608.34,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 1,10,,Min Sum Generation Capacity MW,,767.99,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 2,10,,Min Sum Generation Capacity MW,,684.12,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 3,10,,Min Sum Generation Capacity MW,,604.66,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 4,10,,Min Sum Generation Capacity MW,,464.55,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 5,10,,Min Sum Generation Capacity MW,,435.77,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 6,10,,Min Sum Generation Capacity MW,,247,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 7,10,,Min Sum Generation Capacity MW,,473.07,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 8,10,,Min Sum Generation Capacity MW,,363.95,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 9,10,,Min Sum Generation Capacity MW,,415.5,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 10,10,,Min Sum Generation Capacity MW,,393.11,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 11,10,,Min Sum Generation Capacity MW,,434.7,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 12,10,,Min Sum Generation Capacity MW,,313.69,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 13,10,,Min Sum Generation Capacity MW,,369.2,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 14,10,,Min Sum Generation Capacity MW,,375.29,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 15,10,,Min Sum Generation Capacity MW,,374.35,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 1,10,,Max Sum Generation Capacity MW,,1389.79,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 2,10,,Max Sum Generation Capacity MW,,1342.13,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 3,10,,Max Sum Generation Capacity MW,,1638.37,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 4,10,,Max Sum Generation Capacity MW,,1325.5,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 5,10,,Max Sum Generation Capacity MW,,1312.51,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 6,10,,Max Sum Generation Capacity MW,,1568.23,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 7,10,,Max Sum Generation Capacity MW,,964.75,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 8,10,,Max Sum Generation Capacity MW,,1490.48,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 9,10,,Max Sum Generation Capacity MW,,1704.47,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 10,10,,Max Sum Generation Capacity MW,,918.07,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 11,10,,Max Sum Generation Capacity MW,,941.68,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 12,10,,Max Sum Generation Capacity MW,,1001.05,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 13,10,,Max Sum Generation Capacity MW,,1188.6,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 14,10,,Max Sum Generation Capacity MW,,1219.38,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 15,10,,Max Sum Generation Capacity MW,,829.65,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 1,12,,Sum Generation Capacity MW,,4113,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 2,12,,Sum Generation Capacity MW,,5582.37,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 3,12,,Sum Generation Capacity MW,,4905.56,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 4,12,,Sum Generation Capacity MW,,6032.05,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 5,12,,Sum Generation Capacity MW,,6077.8,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 6,12,,Sum Generation Capacity MW,,14675.01,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 7,12,,Sum Generation Capacity MW,,13528.23,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 8,12,,Sum Generation Capacity MW,,9175.2,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 9,12,,Sum Generation Capacity MW,,10665.37,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 10,12,,Sum Generation Capacity MW,,7717.75,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 11,12,,Sum Generation Capacity MW,,11603.83,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 12,12,,Sum Generation Capacity MW,,7196.82,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 13,12,,Sum Generation Capacity MW,,12577.33,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 14,12,,Sum Generation Capacity MW,,11655.88,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 15,12,,Sum Generation Capacity MW,,9660.92,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 1,12,,Mean Sum Generation Capacity MW,,822.6,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 2,12,,Mean Sum Generation Capacity MW,,930.395,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 3,12,,Mean Sum Generation Capacity MW,,981.112,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 4,12,,Mean Sum Generation Capacity MW,,754.00625,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 5,12,,Mean Sum Generation Capacity MW,,552.5272727,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 6,12,,Mean Sum Generation Capacity MW,,667.0459091,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 7,12,,Mean Sum Generation Capacity MW,,614.9195455,MW,,,,2024,,closed-loop,3,"Rosenlieb & Heimiller, 2022",
