technology,techdetail,techdetail2,metric,parameter,parameterdetail,value,units,$year,scenario,year,atb_year,description,resourcedetail,resourcedetail2,source,notes
Pumped Storage Hydropower,Class 12,8,,Median Sum Storage Capacity GWh,,6.8,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 13,8,,Median Sum Storage Capacity GWh,,6.325,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 14,8,,Median Sum Storage Capacity GWh,,6.4,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 15,8,,Median Sum Storage Capacity GWh,,4.52,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 1,8,,Min Sum Storage Capacity GWh,,8.02,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 2,8,,Min Sum Storage Capacity GWh,,5.99,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 3,8,,Min Sum Storage Capacity GWh,,5.1,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 4,8,,Min Sum Storage Capacity GWh,,7.12,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 5,8,,Min Sum Storage Capacity GWh,,5.56,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 6,8,,Min Sum Storage Capacity GWh,,5.5,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 7,8,,Min Sum Storage Capacity GWh,,4.43,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 8,8,,Min Sum Storage Capacity GWh,,3.6,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 9,8,,Min Sum Storage Capacity GWh,,5.15,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 10,8,,Min Sum Storage Capacity GWh,,5.02,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 11,8,,Min Sum Storage Capacity GWh,,5.01,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 12,8,,Min Sum Storage Capacity GWh,,5.08,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 13,8,,Min Sum Storage Capacity GWh,,4.79,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 14,8,,Min Sum Storage Capacity GWh,,3.96,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 15,8,,Min Sum Storage Capacity GWh,,3.98,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 1,8,,Max Sum Storage Capacity GWh,,26.21,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 2,8,,Max Sum Storage Capacity GWh,,11.05,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 3,8,,Max Sum Storage Capacity GWh,,9.68,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 4,8,,Max Sum Storage Capacity GWh,,12.01,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 5,8,,Max Sum Storage Capacity GWh,,9.75,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 6,8,,Max Sum Storage Capacity GWh,,11.47,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 7,8,,Max Sum Storage Capacity GWh,,13.62,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 8,8,,Max Sum Storage Capacity GWh,,9.65,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 9,8,,Max Sum Storage Capacity GWh,,9.11,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 10,8,,Max Sum Storage Capacity GWh,,10.55,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 11,8,,Max Sum Storage Capacity GWh,,9.66,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 12,8,,Max Sum Storage Capacity GWh,,8.23,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 13,8,,Max Sum Storage Capacity GWh,,8.99,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 14,8,,Max Sum Storage Capacity GWh,,13.94,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 15,8,,Max Sum Storage Capacity GWh,,11.97,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 1,10,,Sum Storage Capacity GWh,,89.77,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 2,10,,Sum Storage Capacity GWh,,48.36,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 3,10,,Sum Storage Capacity GWh,,24.12,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 4,10,,Sum Storage Capacity GWh,,62.92,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 5,10,,Sum Storage Capacity GWh,,55.81,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 6,10,,Sum Storage Capacity GWh,,60.45,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 7,10,,Sum Storage Capacity GWh,,85.76,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 8,10,,Sum Storage Capacity GWh,,44.25,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 9,10,,Sum Storage Capacity GWh,,45.76,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 10,10,,Sum Storage Capacity GWh,,72.2,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 11,10,,Sum Storage Capacity GWh,,62.72,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 12,10,,Sum Storage Capacity GWh,,39.87,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 13,10,,Sum Storage Capacity GWh,,46.43,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 14,10,,Sum Storage Capacity GWh,,28.19,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 15,10,,Sum Storage Capacity GWh,,41.39,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 1,10,,Mean Sum Storage Capacity GWh,,12.82428571,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 2,10,,Mean Sum Storage Capacity GWh,,8.06,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 3,10,,Mean Sum Storage Capacity GWh,,8.04,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 4,10,,Mean Sum Storage Capacity GWh,,8.988571429,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 5,10,,Mean Sum Storage Capacity GWh,,6.97625,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 6,10,,Mean Sum Storage Capacity GWh,,7.55625,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 7,10,,Mean Sum Storage Capacity GWh,,7.796363636,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 8,10,,Mean Sum Storage Capacity GWh,,7.375,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 9,10,,Mean Sum Storage Capacity GWh,,7.626666667,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 10,10,,Mean Sum Storage Capacity GWh,,7.22,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 11,10,,Mean Sum Storage Capacity GWh,,6.272,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 12,10,,Mean Sum Storage Capacity GWh,,5.695714286,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 13,10,,Mean Sum Storage Capacity GWh,,6.632857143,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 14,10,,Mean Sum Storage Capacity GWh,,5.638,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 15,10,,Mean Sum Storage Capacity GWh,,5.912857143,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 1,10,,Median Sum Storage Capacity GWh,,9.9,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 2,10,,Median Sum Storage Capacity GWh,,7.225,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 3,10,,Median Sum Storage Capacity GWh,,7.41,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 4,10,,Median Sum Storage Capacity GWh,,6.92,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 5,10,,Median Sum Storage Capacity GWh,,6.93,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 6,10,,Median Sum Storage Capacity GWh,,6.63,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 7,10,,Median Sum Storage Capacity GWh,,7.7,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 8,10,,Median Sum Storage Capacity GWh,,7.5,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 9,10,,Median Sum Storage Capacity GWh,,7.14,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 10,10,,Median Sum Storage Capacity GWh,,6.305,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 11,10,,Median Sum Storage Capacity GWh,,6.765,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 12,10,,Median Sum Storage Capacity GWh,,5.82,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 13,10,,Median Sum Storage Capacity GWh,,6.7,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 14,10,,Median Sum Storage Capacity GWh,,5.99,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 15,10,,Median Sum Storage Capacity GWh,,5.32,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 1,10,,Min Sum Storage Capacity GWh,,7.91,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 2,10,,Min Sum Storage Capacity GWh,,6.24,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 3,10,,Min Sum Storage Capacity GWh,,7.08,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 4,10,,Min Sum Storage Capacity GWh,,5.92,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 5,10,,Min Sum Storage Capacity GWh,,5.19,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 6,10,,Min Sum Storage Capacity GWh,,3.57,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 7,10,,Min Sum Storage Capacity GWh,,5.22,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 8,10,,Min Sum Storage Capacity GWh,,5.49,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 9,10,,Min Sum Storage Capacity GWh,,5.85,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 10,10,,Min Sum Storage Capacity GWh,,3.99,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 11,10,,Min Sum Storage Capacity GWh,,3.89,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 12,10,,Min Sum Storage Capacity GWh,,3.92,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 13,10,,Min Sum Storage Capacity GWh,,3.98,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 14,10,,Min Sum Storage Capacity GWh,,3.51,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 15,10,,Min Sum Storage Capacity GWh,,3.78,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 1,10,,Max Sum Storage Capacity GWh,,25.41,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 2,10,,Max Sum Storage Capacity GWh,,10.98,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 3,10,,Max Sum Storage Capacity GWh,,9.63,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 4,10,,Max Sum Storage Capacity GWh,,14.57,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 5,10,,Max Sum Storage Capacity GWh,,9.65,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 6,10,,Max Sum Storage Capacity GWh,,13.51,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 7,10,,Max Sum Storage Capacity GWh,,10.25,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 8,10,,Max Sum Storage Capacity GWh,,9,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 9,10,,Max Sum Storage Capacity GWh,,10.47,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 10,10,,Max Sum Storage Capacity GWh,,15.41,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 11,10,,Max Sum Storage Capacity GWh,,7.67,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 12,10,,Max Sum Storage Capacity GWh,,8.18,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 13,10,,Max Sum Storage Capacity GWh,,9.6,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 14,10,,Max Sum Storage Capacity GWh,,7.24,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 15,10,,Max Sum Storage Capacity GWh,,10.15,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 1,12,,Sum Storage Capacity GWh,,85.07,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 2,12,,Sum Storage Capacity GWh,,45.75,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 3,12,,Sum Storage Capacity GWh,,41.09,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 4,12,,Sum Storage Capacity GWh,,71.03,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 5,12,,Sum Storage Capacity GWh,,64.34,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 6,12,,Sum Storage Capacity GWh,,77.24,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 7,12,,Sum Storage Capacity GWh,,66.86,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 8,12,,Sum Storage Capacity GWh,,45.48,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 9,12,,Sum Storage Capacity GWh,,73.25,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 10,12,,Sum Storage Capacity GWh,,45.56,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 11,12,,Sum Storage Capacity GWh,,53.61,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 12,12,,Sum Storage Capacity GWh,,42.28,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 13,12,,Sum Storage Capacity GWh,,43.92,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 14,12,,Sum Storage Capacity GWh,,24.83,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 15,12,,Sum Storage Capacity GWh,,36.35,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 1,12,,Mean Sum Storage Capacity GWh,,12.15285714,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 2,12,,Mean Sum Storage Capacity GWh,,11.4375,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 3,12,,Mean Sum Storage Capacity GWh,,8.218,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 4,12,,Mean Sum Storage Capacity GWh,,8.87875,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 5,12,,Mean Sum Storage Capacity GWh,,7.148888889,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 6,12,,Mean Sum Storage Capacity GWh,,7.724,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 7,12,,Mean Sum Storage Capacity GWh,,7.428888889,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 8,12,,Mean Sum Storage Capacity GWh,,7.58,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 9,12,,Mean Sum Storage Capacity GWh,,7.325,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 10,12,,Mean Sum Storage Capacity GWh,,5.695,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 11,12,,Mean Sum Storage Capacity GWh,,8.935,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 12,12,,Mean Sum Storage Capacity GWh,,7.046666667,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 13,12,,Mean Sum Storage Capacity GWh,,7.32,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 14,12,,Mean Sum Storage Capacity GWh,,6.2075,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 15,12,,Mean Sum Storage Capacity GWh,,5.192857143,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 1,12,,Median Sum Storage Capacity GWh,,9.49,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 2,12,,Median Sum Storage Capacity GWh,,10.57,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 3,12,,Median Sum Storage Capacity GWh,,7.32,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 4,12,,Median Sum Storage Capacity GWh,,8.61,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 5,12,,Median Sum Storage Capacity GWh,,7.02,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 6,12,,Median Sum Storage Capacity GWh,,7.16,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 7,12,,Median Sum Storage Capacity GWh,,7.1,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 8,12,,Median Sum Storage Capacity GWh,,7.845,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 9,12,,Median Sum Storage Capacity GWh,,5.73,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 10,12,,Median Sum Storage Capacity GWh,,5.92,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 11,12,,Median Sum Storage Capacity GWh,,7.855,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 12,12,,Median Sum Storage Capacity GWh,,7.22,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 13,12,,Median Sum Storage Capacity GWh,,7.615,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 14,12,,Median Sum Storage Capacity GWh,,6.265,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 15,12,,Median Sum Storage Capacity GWh,,5.74,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 1,12,,Min Sum Storage Capacity GWh,,7.82,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 2,12,,Min Sum Storage Capacity GWh,,7.4,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 3,12,,Min Sum Storage Capacity GWh,,5.86,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 4,12,,Min Sum Storage Capacity GWh,,5.15,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 5,12,,Min Sum Storage Capacity GWh,,4.29,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 6,12,,Min Sum Storage Capacity GWh,,5.18,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 7,12,,Min Sum Storage Capacity GWh,,5.12,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 8,12,,Min Sum Storage Capacity GWh,,5.81,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 9,12,,Min Sum Storage Capacity GWh,,4.7,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 10,12,,Min Sum Storage Capacity GWh,,3.54,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 11,12,,Min Sum Storage Capacity GWh,,5.99,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 12,12,,Min Sum Storage Capacity GWh,,4.98,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 13,12,,Min Sum Storage Capacity GWh,,4.9,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 14,12,,Min Sum Storage Capacity GWh,,4.9,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 15,12,,Min Sum Storage Capacity GWh,,2.71,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 1,12,,Max Sum Storage Capacity GWh,,24.67,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 2,12,,Max Sum Storage Capacity GWh,,17.21,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
Pumped Storage Hydropower,Class 3,12,,Max Sum Storage Capacity GWh,,11.83,GWh,,,,2024,,closed-loop,2,"Rosenlieb & Heimiller, 2022",
